pull_request_id,number_commits,is_merged,number_additions,number_deletions,number_changed_files,number_comments,body,sha,merged_at
1804,3,True,42,61,9,0,"#### Description

This PR moves scripts from `.github/gha` and `.github/travis` into `.github/scripts`. Scripts that use those resources are updated accordingly. BTW, the workflow YAML is slightly simplified.

#### Related Issue

Close #1755

#### Motivation and Context

Travis is non used anymore.

#### How Has This Been Tested?

CI is still all green.

#### Types of changes

- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:

- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed

#### Additional context

There are some remaining references to travis:

```
# grep -lr ./ -e ""travis""
./abc/README.md
./libs/EXTERNAL/capnproto/README.md
./libs/EXTERNAL/libtatum/README.md
```

However, I assume that those are vendores dependencies, so they handle CI on their own.",54402b0ef2bebbf43929cc13ec05066d2dff530a,2021-07-30 15:37:26
1802,18,True,344,102,11,22,"#### Description
In order to place blocks in user-specified floorplan regions, the packing stage of vpr should pack primitives together when they are part of the same floorplan region. This is especially important if the specified floorplan regions are small, since it will be harder to make sure all the necessary primitives are placed within the region if they are packed into many different clustered blocks.

To achieve this goal during packing, attraction groups were introduced to the clustering process. The attraction groups are made up of atoms that are part of the same partition. During clustering, the molecule gain is increased for molecules that have the same attraction group as the cluster (if the cluster has an associated attraction group). This helps ensure that primitives in the same attraction group get packed together.

#### Related Issue
This pull request is part of the work related to issue #932.




",07127de99bcdc41ade184ec897b54c20a592beee,2021-07-30 21:38:26
1801,7,True,148,185,11,3,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->
This PR focuses on updating RRGraph clock builder functions, where we use the refactored data structure ``RRGraphBuilder`` to replace the legacy data structure ``rr_node_indices``.
This PR aims to eliminate the use of ``rr_node_indices`` in the RRGraph clock builder, as one step further in deprecating the legacy data structure.

Checklist:

- [x] Added a new API ``find_sink_nodes()`` to ``RRSpatialLookup``
- [x] Eliminate the use of ``rr_node_indices`` for RRGraph Clock Builder
- [x] Delete obsoleted functions in ``rr_graph2.cpp`` which are replaced by built-in APIs in ``RRSpatialLookup``

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->
This pull request is a follow-up PR on the routing resource graph refactoring effort https://github.com/verilog-to-routing/vtr-verilog-to-routing/pull/1779

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

After the previous PR #1779  , we start reworking all the source files that use the legacy data structure ``rr_node_indices`` in a high priority, in order to deprecate the legacy data structure as soon as possible.
Current statistics on the files that use ``rr_node_indices`` (in total there are 143 lines related):
- ./route/clock_connection_builders.cpp
- ./route/clock_network_builders.cpp
- ./route/clock_network_builders.h
- ./route/router_lookahead_map_utils.cpp
- ./route/rr_graph.cpp
- ./route/rr_graph2.cpp
- ./route/rr_graph2.h
- ./route/rr_graph_clock.cpp
- ./route/rr_graph_clock.h
- ./route/rr_graph_reader.cpp
- ./route/rr_graph_util.cpp
- ./route/rr_graph_uxsdcxx_serializer.h
- ./route/rr_graph_writer.cpp

This PR will remove the use in 
- [X] ./route/clock_connection_builders.cpp
- [X] ./route/clock_network_builders.cpp
- [X] ./route/clock_network_builders.h
- [X] ./route/rr_graph_clock.cpp
- [X] ./route/rr_graph_clock.h

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [X] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [X] All new and existing tests passed
",ab9dc4e9089c8b202a1c85c695b1c07a64750a4a,2021-07-18 18:33:43
1800,5,True,54,136,5,3,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->
This PR focuses on updating RRGraph reader and writer functions, where we use the refactored data structure ``RRGraphBuilder`` to replace the legacy data structure ``rr_node_indices``.
This PR aims to eliminate the use of ``rr_node_indices`` in the RRGraph reader and writer, as one step further in deprecating the legacy data structure.

Checklist:

- [x] Eliminate the use of ``rr_node_indices`` for RRGraph reader
- [x] Eliminate the use of ``rr_node_indices`` for RRGraph writer

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->
This pull request is a follow-up PR on the routing resource graph refactoring effort https://github.com/verilog-to-routing/vtr-verilog-to-routing/pull/1779

After the previous PR #1779  , we start reworking all the source files that use the legacy data structure ``rr_node_indices`` in a high priority, in order to deprecate the legacy data structure as soon as possible.
Current statistics on the files that use ``rr_node_indices`` (in total there are 143 lines related):
- ./route/clock_connection_builders.cpp
- ./route/clock_network_builders.cpp
- ./route/clock_network_builders.h
- ./route/router_lookahead_map_utils.cpp
- ./route/rr_graph.cpp
- ./route/rr_graph2.cpp
- ./route/rr_graph2.h
- ./route/rr_graph_clock.cpp
- ./route/rr_graph_clock.h
- ./route/rr_graph_reader.cpp
- ./route/rr_graph_util.cpp
- ./route/rr_graph_uxsdcxx_serializer.h
- ./route/rr_graph_writer.cpp

This PR will remove the use in 
- [X] ./route/rr_graph_writer.cpp
- [X] ./route/rr_graph_uxsdcxx_serializer.h
- [X] ./route/rr_graph_reader.cpp

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->
Considering this is all about refactoring, this PR does not need to create new tests. Expect all the existing tests to pass.


#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [X] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [X] All new and existing tests passed
",0845c14da86fb2e6b101e1e661881381621e34f6,2021-07-18 18:37:07
1799,8,True,36,35,8,7,"<!--- Provide a general summary of your changes in the Title above -->

### Description
<!--- Describe your changes in detail -->
In this PR, I have implemented `RRGraphView::node_fan_in()` throughout VTR. Every time `device_ctx.rr_nodes[index].fan_in()` was called has been replaced with `rr_graph.node_direction(RRNodeId(index))`. In order to do this, I followed a pattern similar to that in the last PR.


### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->
These changes are a continuation of the RRGraphView API implementation effort.

### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

I have run the regression tests for `vtr_reg_strong` along with the QoR testing found at `    $ ../scripts/run_vtr_task.py regression_tests/vtr_reg_nightly_test3/vtr_reg_qor_chain`. Results from these QoR tests can be found below. The file containing all results can be found [here](https://github.com/verilog-to-routing/vtr-verilog-to-routing/files/6810934/node_fan_in.xlsx)





Only rows that are different are shown.

|	| VTR Before These Changes	|With Changes in this PR|
|---|---|---|
|vtr_flow_elapsed_time	|1|	0.998931189|
|odin_synth_time	|1|	0.989230519|
|abc_synth_time	|1|	0.994648961|
|max_vpr_mem	|1|	0.99915845|
|pack_time	|1|	0.997989839|
|place_time	|1|	0.995451755|
|min_chan_width_route_time	|1|1.001024542|
|crit_path_route_time	|1|	0.999048907|


#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",66e4f83538c64771503655c8ec6f1bb7798d2f59,2021-07-30 15:36:21
1798,312,True,514942,10522,4199,36,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->
This PR adds the functionality of using Odin's technology mapping for a Yosys generated BLIF file in coarse grain format. Basically, the feature is added according to the following flow:
1. **Yosys**: A hardware design will be given to Yosys. Using the commands mentioned in [synth.tcl](https://github.com/verilog-to-routing/vtr-verilog-to-routing/blob/d4fabdfd764a44379a9358cbb5edfd9cca5d9e7c/ODIN_II/regression_test/tools/synth.tcl) script, Yosys generates a coarsen (not exploded into low-level logic) BLIF file. Technically, the generated BLIF file should have Yosys logic cells. such as $and, $logic_and, $add, $sub, $div, $pow, $mul, $mem and etc.
2. **BLIF Reader**: Odin-II is fed by the generated BLIF file as the main design. At this point, other options like architecture files can also be given to Odin-II as before.
3. **BLIF Elaboration**: The BLIF file will pass to the BLIF Elaboration phase, which basically, makes the netlist compatible with Odin-II's partial mapping. Worth noting to mention that some Yosys logic cells such as simple DFF or bitwise operations will be passed to the partial mapping phase intact. The first critical stage of the Yosys+Odin happens in the BLIF Elaboration phase since some logic cells like $pow, $div or $mul will be exploded into smaller components such as adders or shifters. Moreover, the block memories are being detected at this point; however, the hard-block mapping or memory-related optimization process will happen in the mid-phase between BLIF Elaboration and Partial mapping. The third phase for other logic cells, like logical nodes, will only include input/output ports reordering to make them compatible with the partial mapping structure.

   3.1.  **Optimization**: This phase includes some optimization and decision-making concerning Odin-II's logic cells mapping and the given architecture. For instance, memory blocks generated by Yosys will be split into smaller pieces. Basically, a memory block generated by Yosys, excluding hard blocks such as SPRAM or DPRAM, is a whole memory cell that includes all reading and writing ports. As a result, not only this memory cell needs to be split into memory nodes compatible with Odin-II's partial mapping and available hard blocks, but also a few potential optimizations such as memory size or port size reductions are available at this point. Generally, Odin-II categorizes Yosys memory blocks in two: Read-Only Memory (ROM) and Block Memory (BRAM). ROMs will be mapped to SPRAM or DPRAM based on the number of reading ports. BRAMs, are mostly mapped to DPRAMs. Only if the read and the write address are equal, the BRAM will be mapped to SPRAM. Another potential optimization for memories here is to check the memory depth and see if it can fit into LUTRAMs. Some thresholds have been set based on the 6-LUTs specifications in Stratix IV and later; however, the LUTRAM inference in this tool is not one of those complicated ones. In addition to memories, adders will be modified at this stage if available adder hard blocks exist in the architecture file. Indeed, an adder node will be split into a chain of single-bit adders. Modifications like adding carry ports happen here as well.  
  
4. **Partial mapping**: The fourth phase slightly changed from what partial mapping was in Odin-II previously. In this phase, Odin-II would partially map the netlist to low-level logic. The second essential phase is happening here since the given circuit to Yosys would utilize the available hard blocks in the VTR flow. These hard blocks are comprising of the available hard blocks in the given architecture to the Odin-II. Worth noting here that the primitive modules specified in the vtr_flow directory are given to Yosys as a library. That means users can also use VTR primitive components such as `single_port_ram`, `dual_port_ram` and `adder` as before. (**Note**: the infrastructure for this feature is completely implemented in Yosys+Odin. However, there is an issue with Yosys in which it does not generate these hard blocks with the user-defined size in the design file. The issue is filed in the Yosys repository [link](https://github.com/YosysHQ/yosys/issues/2827). The temporary solution for this issue is to paste the definition of these modules in the given design from vtr_flow/primitive.v).

![Yosys+ODin](https://user-images.githubusercontent.com/54898479/128049823-da5f191b-c7b6-4c26-a8d7-3e58a3a93914.png)


**Some notes worth mentioning**:
- New supported designs in Odin-II:
    * Constant multiplication using shift operation.
    * Division and Modulo (constant and variable)
    * Exponentiation
    * Yosys synthesizable logic cells
- In this PR, the structure of Input and Output for Odin-II has changed as follow:
    * A _GenericIO_ class, including _GenericReaders_ and _GenericWriters_ has been added.
    * Each _GenericReader_ has the `_read` method, which is implemented based on the language structure. Currently, Odin-II only supports Verilog and BLIF as the input languages. 
    * Similarly, each _GenericWriter_ has the `_write` method to write into output file based on the specified language.
    * As a result of this new structure, the process of adding a new language to Odin-II would be much easier.
- A new `getline` method has been added to `libvtrutil`:
    * Yosys use to generates BLIF components in a single line, while Odin-II does vice versa.
    * As a result, Yosys BLIF reading and Odin-II BLIF reading differ from each other in terms of reading BLIF components.
    * To overcome this issue, a new method called `getline` is defined in libvtrutil.
    * Basically, this new method uses the C getdelim function to detects lines.
    * The `getline` method is compatible with Windows and Linux new lines
    * Also, it removes the comment part of an input BLIF line like vtr::fgets.
    * Odin-II uses a method called ""getbline"" to read a complete BLIF line based on the BLIF type.
- Some benchmarks carried syntax errors. To avoid Yosys failure, they have been modified and updated in this PR. #1830 
- For coarse-grain netlist, an option `--fflegalize` is added to make all DFFs rising edge by adding inverters.

**Instruction to use:**
1. Specifying the elaborator in Odin-II command, then Yosys will be run inside Odin-II:
``` 
./odin_II 
             -V circuit_design 
             -a architecturee_file
             -o ODIN_OUTPUT_BLIF
             --elaborator yosys  
             --fflegalize
             ...
```
  The coarse-grain BLIF file and Yosys output log will be created in the same directory where the Odin-II output BLIF file is going to be placed

2. Generate the BLIF file and then pass it to Odin-II
    2.1. Generating Yosys BLIF file using `run_yosys.sh` script, located in ""ODIN_II/regression_test/tools/"".
    * Single test file:
        `./run_yosys -V VERILOG_FILE`
    * A task including multiple test files or a task list(suite)
        `./run_yosys -t TASK.YCFG or TASKLIST`
     task.ycfg is like ordinary VTR task files; however, the user only needs to specify `circuit_dir` and `circuit_list_add`. In the end, this script creates a new directory with the task name at ""/ODIN_II/regression_tests/benchmark/_BLIF/XXX"" and puts all generated BLIF inside it. 
     task.ycfg example:
        ```
         ########################
         # run yosys config
        ########################

        # setup the circuits
         circuits_dir=regression_test/benchmark/verilog/micro

         # circuits' name
         circuit_list_add=*.v
        ```
    **Note**: the support for `include_circuits` option is **not** yet implemented in run_yosys.sh script.
    2.2. Odin-II can be fed by Yosys generated BLIF file using the following command:
    ``` 
    ./odin_II 
             -b YOSYS_GENERATED_BLIF 
             -a architecturee_file
             -o ODIN_OUTPUT_BLIF
             --coarsen  --fflegalize
             ...
    ```
**Note**: the other options, such as passing architecture files, Odin-II XML config files, etc., are the same. 

###Changed or New Results
Due to the changes in VTR benchmarks, the golden results for some benchmarks need to be changed. You would find the comparison between the baseline (current VTR master branch) and the modified (recent changes) golden results in the following table:

| Task Name | Comparison File |
|--------------------|-------------------|
| vtr_reg_nightly_test1/power_extended_circuit_list | [nightly_test1_power_extended_circuit_list_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039515/nightly_test1_power_extended_circuit_list_comparison.ods) |
| vtr_reg_nightly_test3/complex_switch | [nightly_test3_complex_switch_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039514/nightly_test3_complex_switch_comparison.ods) |
| vtr_reg_nightly_test3/vtr_reg_qor | [nightly_test3_vtr_reg_qor_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039513/nightly_test3_vtr_reg_qor_comparison.ods) |
| vtr_reg_nightly_test3/vtr_reg_qor_chain | [nightly_test3_vtr_reg_qor_chain_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039511/nightly_test3_vtr_reg_qor_chain_comparison.ods) |
| vtr_reg_nightly_test3/qor_chain_depop | [nightly_test3_qor_chain_depop_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039510/nightly_test3_qor_chain_depop_comparison.ods) |
| vtr_reg_nightly_test3/qor_chain_predictor_off | [nightly_test3_qor_chain_predictor_off_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039507/nightly_test3_qor_chain_predictor_off_comparison.ods) |


Due to the [changes](https://github.com/sdamghan/vtr-verilog-to-routing/commit/0535ef3d06471a8d7c0eed4c3d86cfac9788a80b#diff-471b24eb0a42c4d2dce18745cabf6153d353d4cfa2c6c6b107ecb13bfe6b831e) in the ODIN_II/multiplier.cpp, the golden results for ""nightly1/arithmetic_tasks/mult_const"" benchmarks have changed. The comparison between the baseline (current VTR master branch) and the modified (recent changes) golden results in the following table:

| Task Name | Comparison File |
|--------------------|-------------------|
| vtr_reg_nightly_test1/arithmetic_tasks/mult_const | [nightly_test1_arithmetic_mult_const_comparison.ods](https://github.com/sdamghan/vtr-verilog-to-routing/files/7039521/nightly_test1_arithmetic_mult_const_comparison.ods) |

Also, the comparison between the Yosys+Odin-II and Odin-II golden results for VTR benchmarks, based on the vtr_qor_reg_chain configuration is as follows:
| Task Name | Comparison File |
|--------------------|-------------------|
| vtr_reg_yosys_odin/vtr_benchmarks | [Yosys+Odin_vs_Odin_VTR_reg_qor_chain.ods](https://github.com/verilog-to-routing/vtr-verilog-to-routing/files/7047656/Yosys%2BOdin_vs_Odin_VTR_reg_qor_chain.ods) |
| vtr_reg_yosys_odin/vtr_benchmarks_with_50%_mult_reduced | [Yosys+Odin_vs_Odin_VTR_reg_qor_chain_mult50.ods](https://github.com/verilog-to-routing/vtr-verilog-to-routing/files/7047666/Yosys%2BOdin_vs_Odin_VTR_reg_qor_chain_mult50.ods) |

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->
#1830 
#1831

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->
Aim to use the Odin-II partial mapping stage, which performs hard logic inference and hard/soft trade-off decisions for such a tool as Yosys. The goal is to automate the decision between what to place in hard blocks or explode into gates. The current Yosys flow forces the user to decide the discrete circuit implementation manually. The approach taken by the synthesizer is to map all discrete components into an available hard block or to explode them when not available, not caring for the device capacity. Our goal is to improve device utilization and simplify the flow by automating this decision with architecture awareness. 


#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->
Odin-II and VTR benchmarks

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [x] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed
",3e581f71f82c85c13c5b5a9d715a1e274f9a42d9,2021-09-07 17:24:41
1796,3,True,42,28,2,4,"#### Description
Some documentation changes for the power estimation flow.

1. Fixing the heading hierarchy
2. Changing function name from power_calc_primitive to power_usage_primitive
3. Adding some clarity in the flow steps and what's the name of the output file.
4. Adding example command of run_vtr_flow with -power enabled
5. Adding that the power model doesn't model single-bit adders in logic blocks.

Also, a fix that was identified here: https://groups.google.com/g/vtr-users/c/7IzU83_amKs

#### Related Issue
https://github.com/verilog-to-routing/vtr-verilog-to-routing/issues/1797

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [x] My change requires a change to the documentation
- [x] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [ ] All new and existing tests passed
",26259af847e59da500920de94b3aeeceb4102187,2021-07-16 00:37:28
1795,51,True,1804,698,16,14,"<!--- Provide a general summary of your changes in the Title above -->
Implementing manual moves feature which allows a user to specify a move in placement. If the move is legal, blocks are swapped and shown on the architecture. 

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

- Previously, the manual moves feature was working, but slowing down the placement time by 6x-7x in comparison to the master branch. The increase in placement time was shown both on small and large circuits and generated failures in the vtr_reg_nightly tests for exceeding time and out of range. 
- The placement time is now very similar/equal to the timing of the master branch. The delay was caused by a gtk function that was used to check the status of a toggle button. Since this function was called in a loop, the increase in time was significant. (As Prof. Betz suggested, the internal workings of the gtk function could have been performing a linear search or something similar that could have slowed down the code). The vtr_reg_nightly_tests passed after this change. 

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->
Optimizing the code to enable merge with master branch. 

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->
Once the placement time was corrected, VPR output comparison were done between the master branch and the manual moves branch. This comparison shows the different outputs between the branches when --disp off: _(These results are outdated)_ https://docs.google.com/spreadsheets/d/1PLCIUYsW7kX_kchS87_xRWioD9ZW5pa-36fpH6AoCaE/edit?usp=sharing. 

vtr_reg_nightly1, 2, 3 were ran again and reported:
- vtr_reg_nightly_test1 had 0 QoR failures. 
- vtr_reg_nightly_test2 had 4 QoR failures for being 0.09-0.126 above range from the master branch.
- vtr_reg_nightly_test3 had 1 QoR failure for being 0.02 below range. 
In the weekly meeting, these changes were not considered a problem. 

The VTR and Titan Benchmarks were also ran and the GEOMEAN was calculated. 
[ManualMoves-Master Comparisons.xlsx](https://github.com/verilog-to-routing/vtr-verilog-to-routing/files/7048802/ManualMoves-Master.Comparisons.xlsx)


#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [x] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [ ] All new and existing tests passed
",16d4c5b55793e0d50fb5530baba96d08e710c890,2021-09-02 14:58:46
1794,3,False,83,4,5,2,"<!--- Provide a general summary of your changes in the Title above -->
In this draft I added to the type that is made from reading the XML. Also changed the XML reader to accept the new parameter.
#### Description
<!--- Describe your changes in detail -->
Made a new enumeration type to include X wires, Y wires, and wires that go in both directions. Included this in the t_segment_inf data type to store the data in. 
Added code to read in this parameter from an XML document. It is processed at the same time as the other aspects of a given wire segment (just after frequency). Parameter is optional and is default to both X and Y if not specified. Throws an error if an incorrect option is entered

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->
#1769
#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->
This change will eventually allow make different wires of different length in only X direction, only Y direction or both. Newer FPGA architectures use this in their design. Additionally this will allow for different frequencies in the different directions.
#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->
Tested locally by running basic and strong tests. Zero fails.
#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [ ] All new and existing tests passed
",e775f639e360920a6aa1864b2b19265cd3e888f1,
1793,1,True,0,2,1,6,"~Pins the local nix shell channel to 20.09, a known working version.~
Drop Python 2.7 in the the nix shell

#### Description

There are issues with Python 2.7 deprecations in the latest 21.05 channel, that cause errors
in nix-shell startup. ~I have not investigated further, just want to build VTR :)~

#### Related Issue
N/A

#### Motivation and Context

The described actions in: https://docs.verilogtorouting.org/en/latest/building/building/#using-nix
did not work as expected.

#### How Has This Been Tested?

Local tests using:
```
nix-shell dev/nix/shell.nix
make
```


#### Types of changes
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [ ] All new and existing tests passed

N/A for the above.
",9ad12216889f2f0e0d4e7518b43a5d4b11948550,2021-08-08 14:15:01
1792,39,False,1256,1364,10,0,"<!--- Provide a general summary of your changes in the Title above -->
Add implementation for simulating sire segments that exist in only the horizontal and/or only the vertical directions. This is more common in newer FPGA designs.
#### Description
<!--- Describe your changes in detail -->
Add an optional parameter to the segment list in the xml file. Read by read_xml_arch_file.cpp we can now specify if we want a wire in X, Y, or both directions. This will also allow for different frequencies in both directions. changes made to types t_segment_info found in physical_types.cpp and t_segment_details in vpr_types.cpp
#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->
#1769
#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->
Tested locally running ./run_reg_test.py vtr_reg_basic vtr_reg_strong.
All tests performed on pushing ran without issue on personal fork.
#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [ x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ x] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [ ] All new and existing tests passed
",b64c06ea07f03d1f08cc52bef2e3768a26dd9278,
