pull_request_id,number_commits,is_merged,merged_at,number_additions,number_deletions,number_changed_files,number_comments,body,sha,state
1560,2,True,2020-09-24 17:59:35,14988,275164,284,2,"<!--- Provide a general summary of your changes in the Title above -->
#### Description
<!--- Describe your changes in detail -->

- Moving Constant Shift from partial_mapping to netlist_create_from_ast
- Supporting the Variable Shift using Barrel Shift design
- Passing a new variable in the entire netlist_create_from_ast to keep the value of assignment size.
- Adding benchmarks to cover all possible Shift operation criteria, such as operands' signedness, Arithmetic or Logical and Constant or Variable Shift.
#### Related Issue
Issue #38 

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

Odin-II still has not supported the entire Shift feature which is an essential operation in hardware programming and Verilog. By moving Constant Shift to the netlist_create_from_ast, the netlist node creation for the Constant Shift operation has been removed. Also, this approach adds the Variable Shift which has not been supported yet.

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->
1. make test (ODIN-II)
2. Basic Regression Tests
3. Strong Regression Test
4. Basic Valgrind Memory Tests (also, Valgrind memory tests for all other regression suits)
5. Sanitized Basic Regression Tests
6. Odin-II Micro Tests

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [x] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed
",8f45ccdddc38bc7a642263623597da52d94495cf,closed
1528,1,True,2020-09-09 19:35:02,3,3,1,1,"```
/home/travis/build/verilog-to-routing/vtr-verilog-to-routing/ODIN_II/SRC/simulate_blif.cpp: 564 in is_node_ready(nnode_t *, int)()
558 npin_t* pin = node->input_pins[i];
559
560 bool has_missing_driver = false;
561 for (int j = 0; j < pin->net->num_driver_pins && !has_missing_driver; j++)
562 has_missing_driver = pin->net->driver_pins[j]->node == NULL;
563
>>> CID 214202: Null pointer dereferences (REVERSE_INULL)
>>> Null-checking ""pin->net"" suggests that it may be null, but it has already been dereferenced on all paths leading to the check.
564 if (!pin->net || has_missing_driver) {
565 bool already_flagged = false;
566 int j;
567 for (j = 0; j < node->num_undriven_pins; j++) {
568 if (node->undriven_pins[j] == pin)
569 already_flagged = true;
```

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
- [x] All new and existing tests passed
",04b4c31065fc2dd4de7f857bda9acba4f0803d49,closed
1520,2,False,,2600,2658,114,6,"#### Description
<!--- Describe your changes in detail -->

Enables the logic for eliminating the redundant final buffer in the BLIF output. This is a necessary precursor to InOuts as the extra buffer is not driven by the input correctly

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] All new and existing tests passed
",be50572162e770ff46639ab267791066c42996ac,open
1512,233,False,,4050,725,102,2,"This pull request will be making the same changes as the manual_move_generator PR. Due to many unclear failures in manual_move_generator PR, I've created a new branch to help debug those failures.

<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->
The manual move generator allows the user to set moves during placement. After indicating the move, the user is presented with the costs of the move and can choose whether they want to accept or reject it.

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [x] My change requires a change to the documentation
- [x] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [ ] All new and existing tests passed
",540d4a602a0b7d7110c209317b576826e28b8d47,closed
1509,3,True,2020-09-17 17:28:22,2741,160,54,16,"run_reg_test, run_vtr_task, parse_vtr_task and parse_vtr_flow have all been converted to python

#### Description
Using the [old python rewrite branch](https://github.com/verilog-to-routing/vtr-verilog-to-routing/tree/vtr_script_py_rewrite_old) as a starting place, I converted run_reg_test.pl, run_vtr_task.pl, parse_vtr_task.pl and parse_vtr_flow.pl to run_reg_test.py, run_vtr_task.py, parse_vtr_task.py and parse_vtr_flow.py.
These should be direct replacements of the perl counterpart.
Be aware that I placed the parse_vtr_task and parse_vtr_flow within the python library created by the run_vtr_flow pull request.

#### Related Issue
[The issue this partially fixes](https://github.com/SymbiFlow/ideas/issues/16)

#### Motivation and Context
We want to be able to run the vtr test suite without requiring perl to be installed.

#### How Has This Been Tested?
All regression tests pass by using run_reg_test. 
I tested the scripts individually and together, ensuring all parameters are enabled and work.

#### Types of changes
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality): run the python script counterpart instead of perl 
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
- [x] My change requires a change to the documentation
- [x] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed: This is contingent on the golden results failure being fixed by [this pull request](https://github.com/verilog-to-routing/vtr-verilog-to-routing/pull/1479).
",8344ec47327bca5e8e698f17b47c0d50f128ec64,closed
1504,39,True,2020-09-09 23:20:53,2919,65,19,17,"Analytic placer algorithm itself is in analytic_placer.cpp, and cut_spreader.cpp
See analytic_placer.h, cut_spreader.h for algorithm summary

An off-the-shelf linear algebra package, Eigen is added to solve matrix equations
A new CMake option, **VPR_ANALYTIC_PLACE** is added.
CMakeLists.txt are modified to check eigen dependecy, if VPR_ANALYTIC_PLACE is set to ON (current default is ON, can change in $VTR_ROOT/CMakeList.txt). If Eigen3 is not found, analytic placement will be disabled, until user manually install eigen3 and rebuild.

A new VPR option **--enable_analytic_placer** is added, false by default
When disabled, the original placement algorithm is run
When enabled, AP takes over after initial_placement, and returns a legal placement to annealer. Annealer is disabled by setting first_t = 0, and goes straight to quench for further optimization

VTR_LOG now captures stats at each iteration of AP.

A new strong test is added to test this option and flow. 

VTR benchmark results for various AP configurations are attached here:
[AP benchmarks (1).xlsx](https://github.com/verilog-to-routing/vtr-verilog-to-routing/files/5185472/AP.benchmarks.1.xlsx)
Notable: for latest revision of AP, place_time for (AP stall=15, quench*25, quench timing recompute * 5) improved by **over 25%** compared to old result. Every AP configuration may need to be rerun to update all the runtime numbers.

Usage example:
(ensure CMake option VPR_ANALYTIC_PLACE is ON when building)
$VTR_ROOT/vpr/vpr  <architecture>.xml    <netlist>.blif   --enable_analytic_placer true

#### Related Issue
#1503#

#### Motivation and Context
To experiment and research Analytic Placer. See related issue for more details.

#### How Has This Been Tested?
vtr_reg_basic, vtr_reg_strong, vtr_reg_titan, with --enable_analytic_placer true
runs are successful but fails golden test as it produces different results, which is expected
with --enable_analytic_placer false it passes all test.

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed
",757f990f3e26c89351f9979b760148f4c388819c,closed
1502,1,True,2020-08-25 04:48:27,389,221,9,0,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
This PR adds support for tristate gates to the rtl arithmetic library
Also fixes string display to convert unbounded binaries to decimal strings without converting to integers.

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",f4319b5ecdd56774733fe1600a84607a605a0512,closed
1498,1,True,2020-08-24 16:34:12,56,23,2,0,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->

Changed format to be more insightful and useful.

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",67c1628f9789b6445ba054c0e7a64438a5182d5b,closed
1497,1,True,2020-08-21 21:22:56,4,4,2,1,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
warnings are thrown on gcc 10.0.1

```
../ODIN_II/SRC/include/MixingOptimization.hpp:38:38: warning: extra ';' after in-class function definition [-Wextra-semi]
   38 |     MixingOpt() { _enabled = false; };
      |                                      ^
      |                                      -
../ODIN_II/SRC/include/MixingOptimization.hpp:55:6: warning: extra ';' after in-class function definition [-Wextra-semi]
   55 |     };
      |      ^
      |      -
../ODIN_II/SRC/include/MixingOptimization.hpp:161:24: warning: extra ';' after in-class function definition [-Wextra-semi]
  161 |         : MixingOpt(){};
      |                        ^
      |                        -
In file included from ../ODIN_II/SRC/MixingOptimization.cpp:29:
../ODIN_II/SRC/include/netlist_statistic.h:7:59: warning: type qualifiers ignored on cast result type [-Wignored-qualifiers]
    7 | static const uintptr_t mult_optimization_traverse_value = (const uintptr_t)&traversal_id;
```

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",97a87a9d54fad67307ca964fa51c02b7ba1c2a2f,closed
1496,5,True,2020-08-21 19:22:57,2731,11,25,2,"#### Description
These changes address problem of ODIN's inability to use smaller number of multipliers than it is requested by the circuit. The changes are designed to work with multipliers first, should be easy to extend to adders and other blocks due to the class hierarchy introduced.


#### Motivation and Context
This change is required since sometimes, the synthesis flow for fixed layout would break even if the logic could be attempted to be implemented in soft logic that is not used otherwise. Moreover, setting a limit to number of hard blocks for auto layouts might change  the shape of a device and could prevent from growing the device unnecessary.

The discussion about the design choices was happening in CAS-Atlantic fork of  the repository, available by https://github.com/CAS-Atlantic/vtr-verilog-to-routing/pull/7

#### How Has This Been Tested?
The testing suite is included. Involves simulator verification for correctness, sanitizer checks for several cases: no arch, just mults, fracturable mults

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [x] My change requires a change to the documentation
- [x] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed
",6359c1d74786af68a198cdba3f7b702f36c3b8fa,closed
1495,2,True,2020-08-21 14:34:57,99,43,6,0,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
memory leak on copied node initial value.

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",673d0d3fb7f155e922a9c99ec43ee832d44e3b88,closed
1488,1,True,2020-08-19 22:17:56,165,7,2,0,"<!--- Provide a general summary of your changes in the Title above -->

```
New defect(s) Reported-by: Coverity Scan
Showing 1 of 1 defect(s)


** CID 212134:    (PRINTF_ARGS)


________________________________________________________________________________________________________
*** CID 212134:    (PRINTF_ARGS)
/home/travis/build/verilog-to-routing/vtr-verilog-to-routing/ODIN_II/SRC/verilog_bison.y: 1105 in ieee_filter(int, int)()
1099                            if(ieee_version < ieee_2001)
1100                                    delayed_error_message(PARSER, my_location, ""error in parsing: (%s) only exists in ieee 2001 or newer\n"",return_type)
1101                            break;
1102                    }
1103                    case vUWIRE: {
1104                            if(ieee_version < ieee_2005)
>>>     CID 212134:    (PRINTF_ARGS)
>>>     Argument ""return_type"" to format specifier ""%s"" was expected to have type ""char *"" but has type ""int"".
1105                                    delayed_error_message(PARSER, my_location, ""error in parsing: (%s) only exists in ieee 2005 or newer\n"",return_type)
1106                            break;
1107                    }
1108                    /* unsorted. TODO: actually sort these */
1109                    case vsCLOG2:
1110                    case vsUNSIGNED:        //fallthrough
/home/travis/build/verilog-to-routing/vtr-verilog-to-routing/ODIN_II/SRC/verilog_bison.y: 1067 in ieee_filter(int, int)()
1061                    case vWHILE:    //fallthrough
1062                    case vWIRE:     //fallthrough
1063                    case vWOR:      //fallthrough
1064                    case vXNOR:     //fallthrough
1065                    case vXOR: {
1066                            if(ieee_version < ieee_1995)
>>>     CID 212134:    (PRINTF_ARGS)
>>>     Argument ""return_type"" to format specifier ""%s"" was expected to have type ""char *"" but has type ""int"".
1067                                    delayed_error_message(PARSER, my_location, ""error in parsing: (%s) only exists in ieee 1995 or newer\n"",return_type)
1068                            break;
1069                    }
1070                    case voASLEFT:  //fallthrough
1071                    case voASRIGHT: //fallthrough
1072                    case voPLUSCOLON:   //fallthrough
/home/travis/build/verilog-to-routing/vtr-verilog-to-routing/ODIN_II/SRC/verilog_bison.y: 1100 in ieee_filter(int, int)()
1094                    case vINCLUDE:  //fallthrough
1095                    case vINSTANCE: //fallthrough
1096                    case vLIBLIST:  //fallthrough
1097                    case vLIBRARY:  //fallthrough
1098                    case vUSE: {
1099                            if(ieee_version < ieee_2001)
>>>     CID 212134:    (PRINTF_ARGS)
>>>     Argument ""return_type"" to format specifier ""%s"" was expected to have type ""char *"" but has type ""int"".
1100                                    delayed_error_message(PARSER, my_location, ""error in parsing: (%s) only exists in ieee 2001 or newer\n"",return_type)
1101                            break;
1102                    }
1103                    case vUWIRE: {
1104                            if(ieee_version < ieee_2005)
1105                                    delayed_error_message(PARSER, my_location, ""error in parsing: (%s) only exists in ieee 2005 or newer\n"",return_type)
/home/travis/build/verilog-to-routing/vtr-verilog-to-routing/ODIN_II/SRC/verilog_bison.y: 1086 in ieee_filter(int, int)()
1080                    case vPULSESTYLE_ONDETECT:      //fallthrough
1081                    case vPULSESTYLE_ONEVENT:       //fallthrough
1082                    case vSHOWCANCELLED:    //fallthrough
1083                    case vSIGNED:   //fallthrough
1084                    case vUNSIGNED: {
1085                            if(ieee_version < ieee_2001_noconfig)
>>>     CID 212134:    (PRINTF_ARGS)
>>>     Argument ""return_type"" to format specifier ""%s"" was expected to have type ""char *"" but has type ""int"".
1086                                    delayed_error_message(PARSER, my_location, ""error in parsing: (%s) only exists in ieee 2001-noconfig or newer\n"",return_type)
1087                            break;
1088                    }
1089                    case vCELL:     //fallthrough
1090                    case vCONFIG:   //fallthrough
1091                    case vDESIGN:   //fallthrough
```

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",df5ad9e0e4ebe46e69af8c7b74a1fa3284311242,closed
1487,3,True,2020-08-19 23:14:28,1413,733,27,1,"
<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->

Added node_identifier to the ast_node_t structure which purpose is to contain the identifier of the node (replacing child[0] for some). Big things this affects are modules, tasks and functions. The rest of the code has been updated to handle this change. 

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

This change should be beneficial for hierarchal implementation.

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

make test

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed
",5dc1ebf1aa473dc89387e81d6a7e283fff78f672,closed
1482,1,False,,2457,457,119,1,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
This adds buffif0, buffif1, notif0 and notif1 to the frontend
as well as the multiplexer ~onto which it maps to in the backend~.
The mapping ~to the multiplexer~ is done during ~partial mapping~*during output blif* as a soft implementation since the tristate buffers can have a hardware equivalent and it would be possible to map these in the future.
We map late so that instantiate a tristate should not require to manually add the unconn manually.

some liberty was taken to also move some decoded mux onto multiplexers to reduce the number of logic elements required.
The memory decoder was also simplified into a single logic element.

### TODO
- [ ] add test for bufifs

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

#### Motivation and Context
inouts require tri state logic

#### How Has This Been Tested?
reg ligt and strong

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes **TODO**
- [x] All new and existing tests passed
",2bb9bc554b1e683a953a303ab3ad0b51ce06a01f,closed
1474,1,True,2020-08-08 00:07:03,153,107,5,0,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
This PR ad a vtr regression test filter that:
- only runs verilog based test
- combine a set of vtr tests together into one
Also add:
- ability to continue a test such that the directory are combined into one
- display previous test results

#### Motivation and Context
simplify test infrastructure and speed up tests.

#### How Has This Been Tested?
odin test suite

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",5f60b214cffd26188c6b7b18f515f50eada79576,closed
1469,2,True,2020-08-07 04:42:50,765,773,48,3,"
<!--- Provide a general summary of your changes in the Title above -->

#### Description
This PR improves the error messages to give the file full path and also context lines during error reporting 

```
==========================
Detected Top Level Module: 	bm_function_1
==========================

/workspace/vtr-verilog-to-routing/ODIN_II/regression_test/benchmark/verilog/syntax/bm_function_1.v:40:1: error[AST]:  Missing declaration of this symbol simple_func
    38 | endfunction
    39 | 
    40 | assign part1 = simple_func(a_in[`BITS-1:0], b_in[`BITS-1:0], c_in[0], d_in[0]) & a_in;
          ^~~~
    41 | assign part2 = simple_func(b_in[`BITS-1:0], a_in[`BITS-1:0], c_in[0], d_in[0]) & a_in;
    42 | assign out1 = part1 & part2;

../ODIN_II/SRC/ast_util.cpp:820: long int get_size_of_variable(ast_node_t*, sc_hierarchy*): Fatal error
[1]    1616891 abort (core dumped)  ./odin_II -V regression_test/benchmark/verilog/syntax/bm_function_1.v

```

#### Motivation and Context
beter debuggability

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",eaea9f50cc5fe19fb8419ffdf12c813311675666,closed
1468,6,True,2020-08-06 20:45:49,1664,1004,25,1,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
This PR:
- add the ieee_std verification before passing over tokens in flex
- completes the reserved keyword support,

TODO:
- add c functions support

#### Motivation and Context
verilog 2005 support

#### How Has This Been Tested?
no new test was added since this does not ast support.

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [ ] Bug fix (change which fixes an issue)
- [x] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",b293b871147370d5641bb5b5e5869a20a18f1fc5,closed
1456,1,True,2020-07-30 15:39:11,274,29,10,1,"

<!--- Provide a general summary of your changes in the Title above -->

#### Description
<!--- Describe your changes in detail -->

Added two new functions (one calling the other) that are called during create_netlist and only in the top module to solve parameters early.

#### Related Issue
<!--- Pull requests should be related to open issues -->
<!--- If suggesting a new feature or change, please discuss it in an issue first -->
<!--- If fixing a bug, there should be an issue describing it with steps to reproduce -->
<!--- Please link to the issue here: -->

issue1369

#### Motivation and Context
<!--- Why is this change required? What problem does it solve? -->

Odin was failing because it wasn't solving it's parameters early enough.

#### How Has This Been Tested?
<!--- Please describe in detail how you tested your changes. -->
<!--- Include details of your testing environment, and the tests you ran to -->
<!--- see how your change affects other areas of the code, etc. -->

Passed make test.

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [x] I have added tests to cover my changes
- [x] All new and existing tests passed
",747eb6b927f4027ee81e7b4e9faab972a5c23262,closed
1445,1,True,2020-07-21 13:31:53,15,3,1,0,"<!--- Provide a general summary of your changes in the Title above -->

#### Description
Stop using glob for regression tests architecttures in odin

#### Related Issue
PR #1436 added a new architecture and the regresssion test added it due to globbing

#### Types of changes
<!--- What types of changes does your code introduce? Put an `x` in all the boxes that apply: -->
- [x] Bug fix (change which fixes an issue)
- [ ] New feature (change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)

#### Checklist:
<!--- Go over all the following points, and put an `x` in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [ ] My change requires a change to the documentation
- [ ] I have updated the documentation accordingly
- [ ] I have added tests to cover my changes
- [x] All new and existing tests passed
",095849c4fd3e31c1b1c188816d21ba8d67a5abe9,closed
